phenocode	name	num_cases	num_controls	gc_lambda	num_gw_significant
CD2_BENIGN_LIVER_EXALLC	Benign neoplasm: Liver (other cancers excluded from controls)	181	147156	0.85768	0
CD2_BENIGN_LIVE_BILE	Benign neoplasm: Liver/bile ducts	208	176691	0.8916	0
CD2_BENIGN_LIVE_BILE_EXALLC	Benign neoplasm: Liver/bile ducts (other cancers excluded from controls)	208	147138	0.8916	0
CD2_BENIGN_MALE_GEN	Benign neoplasm of male genital organs	217	76321	0.89807	0
CD2_BENIGN_MALE_GEN_EXALLC	Benign neoplasm of male genital organs (other cancers excluded from controls)	217	63355	0.89807	0
CD2_BENIGN_MELANOCYTIC	Melanocytic naevi	3026	173873	1.0297	0
CD2_BENIGN_MELANOCYTIC_EXALLC	Melanocytic naevi (other cancers excluded from controls)	3026	145280	1.0307	0
CD2_BENIGN_MELANOCYTIC_EYELID	Melanocytic naevi of eyelid, including canthus	101	176798	0.72187	1
CD2_BENIGN_MELANOCYTIC_EYELID_EXALLC	Melanocytic naevi of eyelid, including canthus (other cancers excluded from controls)	101	147205	0.72187	1
CD2_BENIGN_MELANOCYTIC_FACE	Melanocytic naevi of other and unspecified parts of face	646	176253	1.0278	0
CD2_BENIGN_MELANOCYTIC_FACE_EXALLC	Melanocytic naevi of other and unspecified parts of face (other cancers excluded from controls)	646	146818	1.0278	0
CD2_BENIGN_MELANOCYTIC_LIP	Melanocytic naevi of lip	102	176797	0.72038	0
CD2_BENIGN_MELANOCYTIC_LIP_EXALLC	Melanocytic naevi of lip (other cancers excluded from controls)	102	147202	0.72075	0
CD2_BENIGN_MELANOCYTIC_LOWERLIMB	Melanocytic naevi of lower limb, including hip	371	176528	0.98607	0
CD2_BENIGN_MELANOCYTIC_LOWERLIMB_EXALLC	Melanocytic naevi of lower limb, including hip (other cancers excluded from controls)	371	147054	0.98654	0
CD2_BENIGN_MELANOCYTIC_NOS	Melanocytic naevi, other sites/unspecified	583	176316	1.0311	0
CD2_BENIGN_MELANOCYTIC_NOS_EXALLC	Melanocytic naevi, other sites/unspecified (other cancers excluded from controls)	583	146943	1.0311	0
CD2_BENIGN_MELANOCYTIC_SCALPNECK	Melanocytic naevi of scalp and neck	251	176648	0.92602	0
CD2_BENIGN_MELANOCYTIC_SCALPNECK_EXALLC	Melanocytic naevi of scalp and neck (other cancers excluded from controls)	251	147105	0.92734	0
CD2_BENIGN_MELANOCYTIC_TRUNK	Melanocytic naevi of trunk	1065	175834	1.0402	0
CD2_BENIGN_MELANOCYTIC_TRUNK_EXALLC	Melanocytic naevi of trunk (other cancers excluded from controls)	1065	146628	1.0407	0
CD2_BENIGN_MELANOCYTIC_UPPERLIMB	Melanocytic naevi of upper limb, including shoulder	200	176699	0.87877	0
CD2_BENIGN_MELANOCYTIC_UPPERLIMB_EXALLC	Melanocytic naevi of upper limb, including shoulder (other cancers excluded from controls)	200	147155	0.87877	0
CD2_BENIGN_MENINGES	Benign neoplasm of meninges	934	175965	1.0426	1
CD2_BENIGN_MENINGES_CEREBRAL	Benign neoplasm: Cerebral meninges	831	176068	1.047	0
CD2_BENIGN_MENINGES_CEREBRAL_EXALLC	Benign neoplasm: Cerebral meninges (other cancers excluded from controls)	831	147052	1.047	0
CD2_BENIGN_MENINGES_EXALLC	Benign neoplasm of meninges (other cancers excluded from controls)	934	147003	1.0422	1
CD2_BENIGN_MENINGES_NOS	Beningn neoplasm: Meninges, unspecified	159	176740	0.82466	0
CD2_BENIGN_MENINGES_NOS_EXALLC	Beningn neoplasm: Meninges, unspecified (other cancers excluded from controls)	159	147241	0.82385	0
CD2_BENIGN_MOUTH_NOS	Benign neoplasm: Other and unspecified parts of mouth	394	176505	0.9986	1
CD2_BENIGN_MOUTH_NOS_EXALLC	Benign neoplasm: Other and unspecified parts of mouth (other cancers excluded from controls)	394	146984	0.99767	1
CD2_BENIGN_MOUTH_PHARYNX	Benign neoplasm of mouth and pharynx	1275	175624	1.0197	0
CD2_BENIGN_MOUTH_PHARYNX_EXALLC	Benign neoplasm of mouth and pharynx (other cancers excluded from controls)	1275	146365	1.0197	0
CD2_BENIGN_NOS	Benign neoplasm: Other/unspecified site	169	176730	0.82588	0
CD2_BENIGN_NOS_EXALLC	Benign neoplasm: Other/unspecified site (other cancers excluded from controls)	169	147153	0.82548	0
CD2_BENIGN_OESOPHAGUS	Benign neoplasm: Oesophagus	111	176788	0.73196	0
CD2_BENIGN_OESOPHAGUS_EXALLC	Benign neoplasm: Oesophagus (other cancers excluded from controls)	111	147209	0.72821	0
CD2_BENIGN_OTHERDIGESTIVE	Benign neoplasm of other and ill-defined parts of digestive system	1792	175107	1.0278	0
CD2_BENIGN_OTHERDIGESTIVE_EXALLC	Benign neoplasm of other and ill-defined parts of digestive system (other cancers excluded from controls)	1792	146129	1.0269	0
CD2_BENIGN_OTHER_NOS	Benign neoplasm of other and unspecified sites	353	176546	0.97183	0
CD2_BENIGN_OTHER_NOS_EXALLC	Benign neoplasm of other and unspecified sites (other cancers excluded from controls)	353	147021	0.97229	0
CD2_BENIGN_OVARY	Benign neoplasm of ovary	2400	97961	1.0264	1
CD2_BENIGN_OVARY_EXALLC	Benign neoplasm of ovary (other cancers excluded from controls)	2400	82050	1.0283	1
CD2_BENIGN_PANCREAS	Benign neoplasm: Pancreas	113	176786	0.74291	1
CD2_BENIGN_PANCREAS_EXALLC	Benign neoplasm: Pancreas (other cancers excluded from controls)	113	147226	0.74215	1
CD2_BENIGN_PAROTID	Benign neoplasm: Parotid gland	721	176178	1.0436	0
CD2_BENIGN_PAROTID_EXALLC	Benign neoplasm: Parotid gland (other cancers excluded from controls)	721	146787	1.0426	0
CD2_BENIGN_PERIPH_AUTO_NEURO	Benign neoplasm: Peripheral nerves and autonomic nervous system	163	176736	0.81817	0
CD2_BENIGN_PERIPH_AUTO_NEURO_EXALLC	Benign neoplasm: Peripheral nerves and autonomic nervous system (other cancers excluded from controls)	163	147168	0.81857	0
CD2_BENIGN_PITUITARY_CRANIPHAR	Benign neoplasm: Pituitary gland, craniopharyngeal duct	527	176372	1.0316	1
CD2_BENIGN_PITUITARY_CRANIPHAR_EXALLC	Benign neoplasm: Pituitary gland, craniopharyngeal duct (other cancers excluded from controls)	527	146887	1.0321	1
CD2_BENIGN_RECTOSIGMOID_JUNC	Benign neoplasm: Rectosigmoid junction	372	176527	0.9972	0
CD2_BENIGN_RECTOSIGMOID_JUNC_EXALLC	Benign neoplasm: Rectosigmoid junction (other cancers excluded from controls)	372	147057	0.9986	0
CD2_BENIGN_RECTUM	Benign neoplasm: Rectum	1566	175333	1.0193	0
CD2_BENIGN_RECTUM_ANAL	Benign neoplasm: Rectum, anus and anal canal	1790	175109	1.0188	0
CD2_BENIGN_RECTUM_ANAL_CANAL_ICD9	Benign neoplasm: Rectum/anal canal icd-9	122	176777	0.76667	0
CD2_BENIGN_RECTUM_ANAL_CANAL_ICD9_EXALLC	Benign neoplasm: Rectum/anal canal icd-9 (other cancers excluded from controls)	122	147205	0.76706	0
CD2_BENIGN_RECTUM_ANAL_EXALLC	Benign neoplasm: Rectum, anus and anal canal (other cancers excluded from controls)	1790	146166	1.0216	1
CD2_BENIGN_RECTUM_EXALLC	Benign neoplasm: Rectum (other cancers excluded from controls)	1566	146301	1.0278	0
CD2_BENIGN_SALIVARY	Benign neoplasm of major salivary glands	987	175912	1.0388	0
CD2_BENIGN_SALIVARY_EXALLC	Benign neoplasm of major salivary glands (other cancers excluded from controls)	987	146601	1.0374	0
CD2_BENIGN_SALIVARY_NOS	Benign neoplasm: other/unspecified salivary gland	305	176594	0.96363	2
CD2_BENIGN_SALIVARY_NOS_EXALLC	Benign neoplasm: other/unspecified salivary gland (other cancers excluded from controls)	305	147069	0.96272	1
CD2_BENIGN_SIGMOID_COLON	Benign neoplasm: Sigmoid colon	1560	175339	1.0378	0
CD2_BENIGN_SIGMOID_COLON_EXALLC	Benign neoplasm: Sigmoid colon (other cancers excluded from controls)	1560	146301	1.0364	0
CD2_BENIGN_SKIN	Other benign neoplasms of skin	4997	171902	1.0005	0
CD2_BENIGN_SKIN_EAR	Benign neoplasm: Skin of ear and external auricular canal	445	176454	1.0122	0
CD2_BENIGN_SKIN_EAR_EXALLC	Benign neoplasm: Skin of ear and external auricular canal (other cancers excluded from controls)	445	147001	1.0117	0
CD2_BENIGN_SKIN_EXALLC	Other benign neoplasms of skin (other cancers excluded from controls)	4997	143966	1.0178	0
CD2_BENIGN_SKIN_EYELID	Benign neoplasm: Skin of eyelid, including canthus	1679	175220	1.0155	0
CD2_BENIGN_SKIN_EYELID_EXALLC	Benign neoplasm: Skin of eyelid, including canthus (other cancers excluded from controls)	1679	146095	1.0164	0
CD2_BENIGN_SKIN_FACE	Benign neoplasm: Skin of other and unspecified parts of face	1378	175521	1.0383	0
CD2_BENIGN_SKIN_FACE_EXALLC	Benign neoplasm: Skin of other and unspecified parts of face (other cancers excluded from controls)	1378	146479	1.0364	0
CD2_BENIGN_SKIN_LIP	Benign neoplasm: Skin of lip	157	176742	0.82263	0
CD2_BENIGN_SKIN_LIP_EXALLC	Benign neoplasm: Skin of lip (other cancers excluded from controls)	157	147177	0.82222	0
CD2_BENIGN_SKIN_LOWERLIMB	Benign neoplasm: Skin of lower limb, including hip	260	176639	0.93933	2
CD2_BENIGN_SKIN_LOWERLIMB_EXALLC	Benign neoplasm: Skin of lower limb, including hip (other cancers excluded from controls)	260	147097	0.93933	2
CD2_BENIGN_SKIN_NOS	Benign neoplasm: Skin, unspecified	425	176474	0.99907	0
CD2_BENIGN_SKIN_NOS_EXALLC	Benign neoplasm: Skin, unspecified (other cancers excluded from controls)	425	146977	0.99907	0
CD2_BENIGN_SKIN_SCALPNECK	Benign neoplasm: Skin of scalp and neck	258	176641	0.93265	0
CD2_BENIGN_SKIN_SCALPNECK_EXALLC	Benign neoplasm: Skin of scalp and neck (other cancers excluded from controls)	258	147128	0.93265	0
CD2_BENIGN_SKIN_TRUNK	Benign neoplasm: Skin of trunk	476	176423	1.0122	0
CD2_BENIGN_SKIN_TRUNK_EXALLC	Benign neoplasm: Skin of trunk (other cancers excluded from controls)	476	146973	1.0084	0
CD2_BENIGN_SKIN_UPPERLIMB	Benign neoplasm: Skin of upper limb, including shoulder	204	176695	0.88005	0
CD2_BENIGN_SKIN_UPPERLIMB_EXALLC	Benign neoplasm: Skin of upper limb, including shoulder (other cancers excluded from controls)	204	147146	0.87962	0
CD2_BENIGN_SMALL_INTESTINE	Benign neoplasm: Small intestine	446	176453	1.0009	0
CD2_BENIGN_SMALL_INTESTINE_EXALLC	Benign neoplasm: Small intestine (other cancers excluded from controls)	446	147007	1.0014	0
CD2_BENIGN_SMALL_INTESTINE_OTH	Benign neoplasm: Other and unspecified parts of small intestine	231	176668	0.89375	0
CD2_BENIGN_SMALL_INTESTINE_OTH_EXALLC	Benign neoplasm: Other and unspecified parts of small intestine (other cancers excluded from controls)	231	147148	0.89677	0
CD2_BENIGN_SPINAL_CORD	Benign neoplasm: Spinal cord	150	176749	0.81412	1
CD2_BENIGN_SPINAL_CORD_EXALLC	Benign neoplasm: Spinal cord (other cancers excluded from controls)	150	147225	0.81412	1
CD2_BENIGN_STOMACH	Benign neoplasm: Stomach	950	175949	1.0359	0
CD2_BENIGN_STOMACH_EXALLC	Benign neoplasm: Stomach (other cancers excluded from controls)	950	146660	1.0345	1
CD2_BENIGN_THYROID	Benign neoplasm of thyroid gland	361	176538	0.98238	0
CD2_BENIGN_THYROID_EXALLC	Benign neoplasm of thyroid gland (other cancers excluded from controls)	361	147056	0.98146	0
CD2_BENIGN_TONGUE	Benign neoplasm: Tongue	279	176620	0.94111	0
CD2_BENIGN_TONGUE_EXALLC	Benign neoplasm: Tongue (other cancers excluded from controls)	279	147079	0.94111	0
CD2_BENIGN_TRANSVERSE_COLON	Benign neoplasm: Transverse colon	743	176156	1.0417	0
CD2_BENIGN_TRANSVERSE_COLON_EXALLC	Benign neoplasm: Transverse colon (other cancers excluded from controls)	743	146805	1.0407	0
CD2_BENIGN_URINARY	Benign neoplasm of urinary organs	419	176480	1.0028	1
CD2_BENIGN_URINARY_EXALLC	Benign neoplasm of urinary organs (other cancers excluded from controls)	419	147035	1.0023	1
CD2_BENIGN_UTERUS_NOS	Other benign neoplasm of uterus: Other parts/unspecified	648	99713	1.0441	0
CD2_BENIGN_UTERUS_NOS_EXALLC	Other benign neoplasm of uterus: Other parts/unspecified (other cancers excluded from controls)	648	83379	1.0422	0
CD2_BENIGN_UTERUS_OTH	Other benign neoplasms of uterus	774	99587	1.0417	0
CD2_BENIGN_UTERUS_OTH_EXALLC	Other benign neoplasms of uterus (other cancers excluded from controls)	774	83277	1.0388	0
CD2_BENIGN_VAGINA	Benign neoplasm: Vulva	238	100123	0.91853	0
CD2_BENIGN_VAGINA_EXALLC	Benign neoplasm: Vulva (other cancers excluded from controls)	238	83636	0.91634	0
CD2_BENIGN_VULVA	Benign neoplasm: Vagina	159	100202	0.8267	1
CD2_BENIGN_VULVA_EXALLC	Benign neoplasm: Vagina (other cancers excluded from controls)	159	83701	0.82874	2
CD2_FOLLICULAR_LYMPHOMA	Follicular lymphoma	393	176506	0.99767	2
CD2_FOLLICULAR_LYMPHOMA_EXALLC	Follicular lymphoma (other cancers excluded from controls)	393	147282	1	2
CD2_HODGKIN_LYMPHOMA	Hodgkin lymphoma	251	176648	0.93399	0
CD2_HODGKIN_LYMPHOMA_EXALLC	Hodgkin lymphoma (other cancers excluded from controls)	251	147282	0.93443	0
CD2_INSITU	In situ neoplasms	2433	174466	1.0288	2
CD2_INSITU_BREAST	Carcinoma in situ of breast	768	99593	1.0441	0
CD2_INSITU_BREAST_EXALLC	Carcinoma in situ of breast (other cancers excluded from controls)	768	83801	1.0441	0
CD2_INSITU_BREAST_INTRADUCTAL	Carcinoma in situ of breast, intraductal	688	99673	1.0431	0
CD2_INSITU_BREAST_INTRADUCTAL_EXALLC	Carcinoma in situ of breast, intraductal (other cancers excluded from controls)	688	83809	1.0431	0
CD2_INSITU_BREAST_NOS	Carcinoma in situ of breast, other/unspecified	107	100254	0.71408	0
CD2_INSITU_BREAST_NOS_EXALLC	Carcinoma in situ of breast, other/unspecified (other cancers excluded from controls)	107	83814	0.71593	0
CD2_INSITU_CERVIX_UTERI	Carcinoma in situ of cervix uteri	221	100140	0.89979	1
CD2_INSITU_CERVIX_UTERI_EXALLC	Carcinoma in situ of cervix uteri (other cancers excluded from controls)	221	83806	0.89979	1
CD2_INSITU_EXALLC	In situ neoplasms (other cancers excluded from controls)	2433	146754	1.0326	2
CD2_INSITU_MELANOMA	Melanoma in situ	293	176606	0.96136	0
CD2_INSITU_MELANOMA_EXALLC	Melanoma in situ (other cancers excluded from controls)	293	147185	0.95864	0
CD2_INSITU_SKIN	Carcinoma in situ of skin	966	175933	1.0484	2
CD2_INSITU_SKIN_EXALLC	Carcinoma in situ of skin (other cancers excluded from controls)	966	146931	1.0441	4
CD2_INSITU_SKIN_FACE	Carcinoma in situ of skin of other and unspecified parts of face	535	176364	1.0354	1
CD2_INSITU_SKIN_FACE_EXALLC	Carcinoma in situ of skin of other and unspecified parts of face (other cancers excluded from controls)	535	147098	1.0326	2
CD2_INSITU_SKIN_LOWERLIMB	Carcinoma in situ of skin of lower limb, including hip	122	176777	0.76745	0
CD2_INSITU_SKIN_LOWERLIMB_EXALLC	Carcinoma in situ of skin of lower limb, including hip (other cancers excluded from controls)	122	147240	0.76861	0
CD2_INSITU_SKIN_SCALPNECK	Carcinoma in situ of skin of scalp and neck	105	176794	0.72224	1
CD2_INSITU_SKIN_SCALPNECK_EXALLC	Carcinoma in situ of skin of scalp and neck (other cancers excluded from controls)	105	147245	0.72448	1
CD2_INSITU_SKIN_TRUNK	Carcinoma in situ of skin of trunk	148	176751	0.8113	0
CD2_INSITU_SKIN_TRUNK_EXALLC	Carcinoma in situ of skin of trunk (other cancers excluded from controls)	148	147242	0.80488	0
CD2_INSITU_SKIN_UPPERLIMB	Carcinoma in situ of skin of upper limb, including shoulder	116	176783	0.74633	1
CD2_INSITU_SKIN_UPPERLIMB_EXALLC	Carcinoma in situ of skin of upper limb, including shoulder (other cancers excluded from controls)	116	147245	0.74633	1
CD2_LYMPHOID_LEUKAEMIA	Lymphoid leukaemia	477	176422	1.0269	0
CD2_LYMPHOID_LEUKAEMIA_EXALLC	Lymphoid leukaemia (other cancers excluded from controls)	477	147282	1.0254	0
CD2_MULTIPLE_MYELOMA_PLASMA_CELL	Multiple myeloma and malignant plasma cell neoplasms	418	176481	1.0009	0
CD2_MULTIPLE_MYELOMA_PLASMA_CELL_EXALLC	Multiple myeloma and malignant plasma cell neoplasms (other cancers excluded from controls)	418	147282	1.0023	0
CD2_MYELOID_LEUKAEMIA	Myeloid leukaemia	211	176688	0.89375	0
CD2_MYELOID_LEUKAEMIA_EXALLC	Myeloid leukaemia (other cancers excluded from controls)	211	147282	0.8886	0
CD2_NONFOLLICULAR_LYMPHOMA	Non-follicular lymphoma	873	176026	1.0378	0
CD2_NONFOLLICULAR_LYMPHOMA_EXALLC	Non-follicular lymphoma (other cancers excluded from controls)	873	147282	1.0369	0
CD2_NONHODGKIN_NAS	Other and unspecified types of non-Hodgkin lymphoma	392	176507	0.99163	0
CD2_NONHODGKIN_NAS_EXALLC	Other and unspecified types of non-Hodgkin lymphoma (other cancers excluded from controls)	392	147282	0.99116	0
CD2_PRIMARY_LYMPHOID_HEMATOPOIETIC	Primary_lymphoid and hematopoietic malignant neoplasms	2476	174423	1.0273	0
CD2_PRIMARY_LYMPHOID_HEMATOPOIETIC_EXALLC	Primary_lymphoid and hematopoietic malignant neoplasms (other cancers excluded from controls)	2476	147282	1.0292	1
CHARCOT	Charcot foot	102	133027	0.71445	0
CHILDHOOD_ALLERGY	Childhood allergy (age < 16)	2003	174896	1.0378	0
CHIRBIL_PRIM	Biliary chirrosis, primary	201	176698	0.89375	1
CHIRHEP_NAS	Chirrosis of liver, NAS	322	175474	0.95503	1
CHOLELITH_BROAD	Cholelithiasis, broad definition with cholecystitis	15683	158425	1.0926	26
CHRONHEP_NAS	Chronic hepatitis NAS	161	176738	0.821	0
CHRONLARGE	Crohn's disease of large intestine	601	170386	1.0307	2
CHRONNAS	Chron's disease NAS	759	170386	1.0388	6
CHRONOTH	Other Chron's disease	717	170386	1.0426	1
CHRONSMALL	Crohn's disease of small interstine	694	170386	1.0508	3
CIRRHOSIS_BROAD	Cirrhosis, broad definition used in the article https://doi.org/10.1101/594523	1425	175474	1.0383	2
CMV_NOS	Other/unspecified cytomegaloviral diseases	139	176721	0.7811	0
CONGEN_HEART_ARTER	Congenital malformations of heart and great arteries	1447	175452	1.0302	1
COPD_ASTHMA_INFECTIONS	COPD/asthma related infections	45217	131682	1.0581	1
COPD_ASTHMA_PNEUMONIA_SEPSIS	COPD/asthma related pneumonia or pneumonia derived septichaemia	20619	131682	1.0212	3
COPD_EARLY	Early onset COPD	2694	171934	1.0431	1
COPD_EARLYANDLATER	COPD, early/later onset	4965	171934	1.0533	2
COPD_HOSPITAL	COPD, hospital admissions	4891	172008	1.0523	2
COPD_INSUFFICIENCY	COPD-related respiratory insufficiency	4925	171974	1.0345	2
COPD_LATER	Later onset COPD	2271	171934	1.0523	0
COPD_MODE	COPD (mode)	4241	114589	1.0489	1
COPD_OPPORTUNIST_INFECTIONS	COPD related to chronic (opportunist) infections	163	152176	0.82752	0
COX_ARTHROSIS	Coxarthrosis [arthrosis of hip](FG)	7950	141876	1.0679	5
CPAP	Continuous positive airway pressure	2603	90980	1.0273	2
CREST	CR(E)ST syndrome	130	176769	0.75818	1
C_DIFFICILE_ENTEROCOLITIS	Enterocolitis due to Clostridium difficile	1054	174856	1.0402	0
C_STROKE	STROKE	14171	133027	1.0345	1
D3_ACQHAEMOLYTICANAEMIA	Acquired haemolytic anaemia	205	176601	0.87792	0
D3_ACUTEPOSTBLEEDANAEMIA	Acute posthaemorrhagic anaemia	346	172180	0.97549	0
D3_AGRANULOCYTOSIS	Agranulocytosis	1055	174737	1.0374	2
D3_ALLERGPURPURA	Allergic purpura	362	174901	0.98607	0
D3_ANAEMIA	Anaemias	9145	50989	1.0075	5
D3_ANAEMIAINCHRONICDISEASE	Anaemia in chronic diseases classified elsewhere	125	172180	0.78424	1
D3_ANAEMIANAS	Other and unspecified anaemias	4279	172180	1.0226	2
D3_ANAEMIA_B12_DEF	Vitamin B12 deficiency anaemia	1364	171204	1.0518	2
D3_ANAEMIA_IRONDEF	Iron deficiency anaemia	4420	171204	1.0245	5
D3_ANAEMIA_IRONDEF_BLOODLOSS	Iron deficiency anaemia secondary to blood loss (chronic)	1734	171204	1.0326	1
D3_ANAEMIA_IRONDEF_NAS	Other and unspecified iron deficiency	3078	171204	1.0207	5
D3_APLASTICANDOTHANAEMIA	Aplastic and other anaemias	4719	172180	1.0259	2
D3_BLOOD	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism	14375	162524	1.0117	7
D3_BLOODNAS	Other and unspecified diseases of blood and blood-forming organs	194	174737	0.85559	1
D3_BLOODOTHER	Other diseases of blood and blood-forming organs	2162	174737	1.0231	1
D3_COAGDEF	Chronic Coagulation defects	218	176681	0.86734	14
D3_COAGDEFNAS	Other and unspecified coagulation defects	418	174901	1.0075	15
D3_COAGDEF_PURPUR_HAEMORRHAGIC	Coagulation defects, purpura and other haemorrhagic conditions	1998	174901	1.0273	18
D3_COAGOTHER	Other coagulation defects	659	174901	1.046	24
D3_COMBIMMUDEF	Combined immunodeficiencies	137	174604	0.78582	0
D3_EOSINOPHILIA	Eosinophilia	139	174737	0.79372	0
D3_HAEMOLYTICANAEMIA	Haemolytic anaemias	298	176601	0.95593	3
D3_HAEMORRHAGICNAS	Otherand unspecified haemorrhagic conditions	150	174901	0.81857	0
D3_IMMUDEF	Immunodeficiencies	527	176372	1.0297	1
D3_IMMUDEFANTIBODY	Immunodeficiency with predominantly antibody defects	283	174604	0.95323	0
D3_IMMUDEFANTIBODYNAS	Other and unspecified immunodeficiencies with predominantly antibody defects	129	174604	0.71556	0
D3_IMMUNEMECHANISM	Certain disorders involving the immune mechanism	2295	174604	1.0455	1
D3_IMMUNEMECHANISMNAS	Other and unspecified disorders involving the immune mechanism, not elsewhere classified	271	174604	0.94783	0
