CID	BIOCHEMICAL_NAME	SUPER_PATHWAY	HMDB_ID	LINK
C100001425	5,6-dihydrouridine	Nucleotide	HMDB0000497	http://share.sph.umich.edu/metsim_metabqtl/C100001425_primary_mac5.epacts.gz
C100001426	3-(3-amino-3-carboxypropyl)uridine*	Nucleotide	~HMDB0004813	http://share.sph.umich.edu/metsim_metabqtl/C100001426_primary_mac5.epacts.gz
C100001433	1-arachidonylglycerol (20:4)	Lipid	HMDB0011572	http://share.sph.umich.edu/metsim_metabqtl/C100001433_primary_mac5.epacts.gz
C100001435	1-linolenoylglycerol (18:3)	Lipid	HMDB0011569	http://share.sph.umich.edu/metsim_metabqtl/C100001435_primary_mac5.epacts.gz
C100001437	cysteine-glutathione disulfide	Amino_Acid	HMDB0000656	http://share.sph.umich.edu/metsim_metabqtl/C100001437_primary_mac5.epacts.gz
C100001446	5-methyluridine (ribothymidine)	Nucleotide	HMDB0000884	http://share.sph.umich.edu/metsim_metabqtl/C100001446_primary_mac5.epacts.gz
C100001452	isovalerylglycine	Amino_Acid	HMDB0000678	http://share.sph.umich.edu/metsim_metabqtl/C100001452_primary_mac5.epacts.gz
C100001454	3-hydroxydodecanedioate*	Lipid	HMDB0000413	http://share.sph.umich.edu/metsim_metabqtl/C100001454_primary_mac5.epacts.gz
C100001456	7-methylguanine	Nucleotide	HMDB0000897	http://share.sph.umich.edu/metsim_metabqtl/C100001456_primary_mac5.epacts.gz
C100001461	1-stearoyl-GPE (18:0)	Lipid	HMDB0011130	http://share.sph.umich.edu/metsim_metabqtl/C100001461_primary_mac5.epacts.gz
C100001462	1-stearoyl-GPG (18:0)	Lipid	HMDB0061697	http://share.sph.umich.edu/metsim_metabqtl/C100001462_primary_mac5.epacts.gz
C100001466	3-methylcytidine	Nucleotide	HMDB0240577	http://share.sph.umich.edu/metsim_metabqtl/C100001466_primary_mac5.epacts.gz
C100001467	N2-methylguanosine	Nucleotide	HMDB0005862	http://share.sph.umich.edu/metsim_metabqtl/C100001467_primary_mac5.epacts.gz
C100001468	N1-Methyl-2-pyridone-5-carboxamide	Cofactors_and_Vitamins	HMDB0004193	http://share.sph.umich.edu/metsim_metabqtl/C100001468_primary_mac5.epacts.gz
C100001481	1-docosahexaenoylglycerol (22:6)	Lipid	HMDB0011587	http://share.sph.umich.edu/metsim_metabqtl/C100001481_primary_mac5.epacts.gz
C100001483	1-dihomo-linoleoylglycerol (20:2)	Lipid		http://share.sph.umich.edu/metsim_metabqtl/C100001483_primary_mac5.epacts.gz
C100001485	gamma-glutamylisoleucine*	Peptide	HMDB0011170	http://share.sph.umich.edu/metsim_metabqtl/C100001485_primary_mac5.epacts.gz
C100001501	oleoylcarnitine (C18:1)	Lipid	HMDB0005065	http://share.sph.umich.edu/metsim_metabqtl/C100001501_primary_mac5.epacts.gz
C100001502	gamma-glutamyl-2-aminobutyrate	Peptide	~HMDB0036301	http://share.sph.umich.edu/metsim_metabqtl/C100001502_primary_mac5.epacts.gz
C100001509	2-methylbutyrylcarnitine (C5)	Amino_Acid	HMDB0000378	http://share.sph.umich.edu/metsim_metabqtl/C100001509_primary_mac5.epacts.gz
C100001510	phenol sulfate	Amino_Acid	HMDB0060015	http://share.sph.umich.edu/metsim_metabqtl/C100001510_primary_mac5.epacts.gz
C100001511	1-palmitoleoyl-GPC (16:1)*	Lipid	HMDB0010383	http://share.sph.umich.edu/metsim_metabqtl/C100001511_primary_mac5.epacts.gz
C100001526	malonylcarnitine	Lipid	HMDB0002095	http://share.sph.umich.edu/metsim_metabqtl/C100001526_primary_mac5.epacts.gz
C100001527	hexanoylglycine	Lipid	HMDB0000701	http://share.sph.umich.edu/metsim_metabqtl/C100001527_primary_mac5.epacts.gz
C100001540	pyroglutamine*	Amino_Acid	HMDB0062558	http://share.sph.umich.edu/metsim_metabqtl/C100001540_primary_mac5.epacts.gz
C100001541	2-hydroxy-3-methylvalerate	Amino_Acid	HMDB0000317	http://share.sph.umich.edu/metsim_metabqtl/C100001541_primary_mac5.epacts.gz
C100001548	testosterone sulfate	Lipid	HMDB0002833	http://share.sph.umich.edu/metsim_metabqtl/C100001548_primary_mac5.epacts.gz
C100001550	homostachydrine*	Xenobiotics	HMDB0033433	http://share.sph.umich.edu/metsim_metabqtl/C100001550_primary_mac5.epacts.gz
C100001551	1-arachidonoyl-GPC (20:4n6)*	Lipid	HMDB0010395	http://share.sph.umich.edu/metsim_metabqtl/C100001551_primary_mac5.epacts.gz
C100001552	1-dihomo-linolenoyl-GPC (20:3n3 or 6)*	Lipid	HMDB0010394	http://share.sph.umich.edu/metsim_metabqtl/C100001552_primary_mac5.epacts.gz
C100001553	1-dihomo-linoleoyl-GPC (20:2)*	Lipid	HMDB0010392	http://share.sph.umich.edu/metsim_metabqtl/C100001553_primary_mac5.epacts.gz
C100001554	2-arachidonoyl-GPC (20:4)*	Lipid	HMDB0061699	http://share.sph.umich.edu/metsim_metabqtl/C100001554_primary_mac5.epacts.gz
C100001556	2-oleoyl-GPC (18:1)*	Lipid	HMDB0061701	http://share.sph.umich.edu/metsim_metabqtl/C100001556_primary_mac5.epacts.gz
C100001557	2-linoleoyl-GPC (18:2)*	Lipid	HMDB0061700	http://share.sph.umich.edu/metsim_metabqtl/C100001557_primary_mac5.epacts.gz
C100001561	2-palmitoleoyl-GPC (16:1)*	Lipid	~HMDB0061701	http://share.sph.umich.edu/metsim_metabqtl/C100001561_primary_mac5.epacts.gz
C100001562	2-palmitoyl-GPC (16:0)*	Lipid	HMDB0061702	http://share.sph.umich.edu/metsim_metabqtl/C100001562_primary_mac5.epacts.gz
C100001563	2-myristoyl-GPC (14:0)*	Lipid	~HMDB0240262	http://share.sph.umich.edu/metsim_metabqtl/C100001563_primary_mac5.epacts.gz
C100001565	2-docosahexaenoyl-GPC (22:6)*	Lipid	HMDB0010404	http://share.sph.umich.edu/metsim_metabqtl/C100001565_primary_mac5.epacts.gz
C100001566	1-docosahexaenoyl-GPC (22:6)*	Lipid	HMDB0010404	http://share.sph.umich.edu/metsim_metabqtl/C100001566_primary_mac5.epacts.gz
C100001567	1-palmitoyl-GPE (16:0)	Lipid	HMDB0011503	http://share.sph.umich.edu/metsim_metabqtl/C100001567_primary_mac5.epacts.gz
C100001569	1-oleoyl-GPE (18:1)	Lipid	HMDB0011506	http://share.sph.umich.edu/metsim_metabqtl/C100001569_primary_mac5.epacts.gz
C100001570	1-linoleoyl-GPE (18:2)*	Lipid	HMDB0011477,HMDB0011507	http://share.sph.umich.edu/metsim_metabqtl/C100001570_primary_mac5.epacts.gz
C100001571	1-arachidonoyl-GPE (20:4n6)*	Lipid	HMDB0011517	http://share.sph.umich.edu/metsim_metabqtl/C100001571_primary_mac5.epacts.gz
C100001577	N-acetylcitrulline	Amino_Acid	HMDB0000856	http://share.sph.umich.edu/metsim_metabqtl/C100001577_primary_mac5.epacts.gz
C100001579	2-hydroxypalmitate	Lipid	HMDB0031057	http://share.sph.umich.edu/metsim_metabqtl/C100001579_primary_mac5.epacts.gz
C100001580	docosapentaenoate (n6 DPA; 22:5n6)	Lipid	HMDB0001976	http://share.sph.umich.edu/metsim_metabqtl/C100001580_primary_mac5.epacts.gz
C100001586	gulonate*	Cofactors_and_Vitamins	HMDB0003290	http://share.sph.umich.edu/metsim_metabqtl/C100001586_primary_mac5.epacts.gz
C100001590	isobutyrylglycine	Amino_Acid	HMDB0000730	http://share.sph.umich.edu/metsim_metabqtl/C100001590_primary_mac5.epacts.gz
C100001593	glutarylcarnitine (C5-DC)	Amino_Acid	HMDB0013130	http://share.sph.umich.edu/metsim_metabqtl/C100001593_primary_mac5.epacts.gz
C100001594	beta-hydroxyisovaleroylcarnitine	Amino_Acid	HMDB0061189	http://share.sph.umich.edu/metsim_metabqtl/C100001594_primary_mac5.epacts.gz
C100001596	2-methylmalonylcarnitine (C4-DC)	Lipid	HMDB0013133	http://share.sph.umich.edu/metsim_metabqtl/C100001596_primary_mac5.epacts.gz
C100001597	tiglylcarnitine (C5:1-DC)	Amino_Acid	HMDB0002366	http://share.sph.umich.edu/metsim_metabqtl/C100001597_primary_mac5.epacts.gz
C100001604	hydroquinone sulfate	Xenobiotics	HMDB0240263	http://share.sph.umich.edu/metsim_metabqtl/C100001604_primary_mac5.epacts.gz
C100001605	catechol sulfate	Xenobiotics	HMDB0059724	http://share.sph.umich.edu/metsim_metabqtl/C100001605_primary_mac5.epacts.gz
C100001609	7-alpha-hydroxy-3-oxo-4-cholestenoate (7-Hoca)	Lipid	HMDB0012458	http://share.sph.umich.edu/metsim_metabqtl/C100001609_primary_mac5.epacts.gz
C100001611	3beta,7alpha-dihydroxy-5-cholestenoate	Lipid	HMDB0012454	http://share.sph.umich.edu/metsim_metabqtl/C100001611_primary_mac5.epacts.gz
C100001612	N-acetyl-aspartyl-glutamate (NAAG)	Amino_Acid	HMDB0001067	http://share.sph.umich.edu/metsim_metabqtl/C100001612_primary_mac5.epacts.gz
C100001613	tetradecanedioate (C14-DC)	Lipid	HMDB0000872	http://share.sph.umich.edu/metsim_metabqtl/C100001613_primary_mac5.epacts.gz
C100001614	hexadecanedioate (C16-DC)	Lipid	HMDB0000672	http://share.sph.umich.edu/metsim_metabqtl/C100001614_primary_mac5.epacts.gz
C100001615	octadecanedioate (C18-DC)	Lipid	HMDB0000782	http://share.sph.umich.edu/metsim_metabqtl/C100001615_primary_mac5.epacts.gz
C100001618	1-myristoylglycerol (14:0)	Lipid	HMDB0011561	http://share.sph.umich.edu/metsim_metabqtl/C100001618_primary_mac5.epacts.gz
C100001620	glycerophosphoethanolamine	Lipid	HMDB0000114	http://share.sph.umich.edu/metsim_metabqtl/C100001620_primary_mac5.epacts.gz
C100001624	3-(3-hydroxyphenyl)propionate	Xenobiotics	HMDB0000375	http://share.sph.umich.edu/metsim_metabqtl/C100001624_primary_mac5.epacts.gz
C100001635	ectoine	Xenobiotics		http://share.sph.umich.edu/metsim_metabqtl/C100001635_primary_mac5.epacts.gz
C100001651	2-oleoyl-GPE (18:1)*	Lipid	HMDB11476	http://share.sph.umich.edu/metsim_metabqtl/C100001651_primary_mac5.epacts.gz
C100001652	2-palmitoyl-GPE (16:0)*	Lipid	HMDB0011473	http://share.sph.umich.edu/metsim_metabqtl/C100001652_primary_mac5.epacts.gz
C100001654	1-arachidonoyl-GPI (20:4)*	Lipid	~HMDB0240260	http://share.sph.umich.edu/metsim_metabqtl/C100001654_primary_mac5.epacts.gz
C100001655	1-palmitoyl-GPI (16:0)	Lipid	HMDB0061695	http://share.sph.umich.edu/metsim_metabqtl/C100001655_primary_mac5.epacts.gz
C100001657	glycolithocholate sulfate*	Lipid	HMDB0002639	http://share.sph.umich.edu/metsim_metabqtl/C100001657_primary_mac5.epacts.gz
C100001658	taurolithocholate 3-sulfate	Lipid	HMDB0002580	http://share.sph.umich.edu/metsim_metabqtl/C100001658_primary_mac5.epacts.gz
C100001662	deoxycarnitine	Lipid	HMDB0001161	http://share.sph.umich.edu/metsim_metabqtl/C100001662_primary_mac5.epacts.gz
C100001664	N6-succinyladenosine	Nucleotide	HMDB0000912	http://share.sph.umich.edu/metsim_metabqtl/C100001664_primary_mac5.epacts.gz
C100001668	1-ribosyl-imidazoleacetate*	Amino_Acid	HMDB0002331	http://share.sph.umich.edu/metsim_metabqtl/C100001668_primary_mac5.epacts.gz
C100001674	2-arachidonoyl-GPE (20:4)*	Lipid	HMDB0011517,HMDB0011518	http://share.sph.umich.edu/metsim_metabqtl/C100001674_primary_mac5.epacts.gz
C100001710	leucylleucine	Peptide	HMDB0028933	http://share.sph.umich.edu/metsim_metabqtl/C100001710_primary_mac5.epacts.gz
C100001723	alpha-hydroxycaproate	Lipid	HMDB0001624	http://share.sph.umich.edu/metsim_metabqtl/C100001723_primary_mac5.epacts.gz
C100001731	indoleacetylglutamine	Amino_Acid	HMDB0013240	http://share.sph.umich.edu/metsim_metabqtl/C100001731_primary_mac5.epacts.gz
C100001733	hexanoylglutamine	Lipid	~HMDB0011738	http://share.sph.umich.edu/metsim_metabqtl/C100001733_primary_mac5.epacts.gz
C100001734	N6-acetyllysine	Amino_Acid	HMDB0000206	http://share.sph.umich.edu/metsim_metabqtl/C100001734_primary_mac5.epacts.gz
C100001739	dihomo-linolenate (20:3n3 or n6)	Lipid	HMDB0002925,HMDB0060039	http://share.sph.umich.edu/metsim_metabqtl/C100001739_primary_mac5.epacts.gz
C100001740	mannitol/sorbitol	Carbohydrate	HMDB0000765,HMDB0000247	http://share.sph.umich.edu/metsim_metabqtl/C100001740_primary_mac5.epacts.gz
C100001743	tryptophan betaine	Amino_Acid	HMDB0061115	http://share.sph.umich.edu/metsim_metabqtl/C100001743_primary_mac5.epacts.gz
C100001755	4-vinylphenol sulfate	Xenobiotics	HMDB0062775	http://share.sph.umich.edu/metsim_metabqtl/C100001755_primary_mac5.epacts.gz
C100001756	4-ethylphenylsulfate	Xenobiotics	HMDB0062551	http://share.sph.umich.edu/metsim_metabqtl/C100001756_primary_mac5.epacts.gz
C100001757	thymol sulfate	Xenobiotics	HMDB0062720	http://share.sph.umich.edu/metsim_metabqtl/C100001757_primary_mac5.epacts.gz
C100001765	3-methyladipate	Lipid	HMDB0000555	http://share.sph.umich.edu/metsim_metabqtl/C100001765_primary_mac5.epacts.gz
C100001767	pyrraline	Xenobiotics	HMDB0033143	http://share.sph.umich.edu/metsim_metabqtl/C100001767_primary_mac5.epacts.gz
C100001768	N6-carboxymethyllysine	Carbohydrate	HMDB0240347	http://share.sph.umich.edu/metsim_metabqtl/C100001768_primary_mac5.epacts.gz
C100001776	2-linoleoyl-GPE (18:2)*	Lipid	HMDB0011507	http://share.sph.umich.edu/metsim_metabqtl/C100001776_primary_mac5.epacts.gz
C100001777	1-oleoyl-GPI (18:1)	Lipid	HMDB0061693	http://share.sph.umich.edu/metsim_metabqtl/C100001777_primary_mac5.epacts.gz
C100001778	1-linoleoyl-GPI (18:2)*	Lipid	~HMDB0240261	http://share.sph.umich.edu/metsim_metabqtl/C100001778_primary_mac5.epacts.gz
C100001784	1-palmitoleoyl-GPE (16:1)*	Lipid	HMDB0011474	http://share.sph.umich.edu/metsim_metabqtl/C100001784_primary_mac5.epacts.gz
C100001786	1-palmitoleoyl-GPI (16:1)*	Lipid	~HMDB0061693	http://share.sph.umich.edu/metsim_metabqtl/C100001786_primary_mac5.epacts.gz
C100001791	2-hydroxyacetaminophen sulfate*	Xenobiotics	HMDB0062547	http://share.sph.umich.edu/metsim_metabqtl/C100001791_primary_mac5.epacts.gz
C100001806	o-cresol sulfate	Xenobiotics	HMDB0011635	http://share.sph.umich.edu/metsim_metabqtl/C100001806_primary_mac5.epacts.gz
C100001808	3-ethylphenylsulfate	Xenobiotics	HMDB0062721	http://share.sph.umich.edu/metsim_metabqtl/C100001808_primary_mac5.epacts.gz
C100001809	2-ethylphenylsulfate	Xenobiotics		http://share.sph.umich.edu/metsim_metabqtl/C100001809_primary_mac5.epacts.gz
C100001810	dimethylarginine (SDMA + ADMA)	Amino_Acid	HMDB0001539,HMDB0003334	http://share.sph.umich.edu/metsim_metabqtl/C100001810_primary_mac5.epacts.gz
C100001843	gamma-glutamylalanine	Peptide	HMDB0029142	http://share.sph.umich.edu/metsim_metabqtl/C100001843_primary_mac5.epacts.gz
C100001851	N-acetylserine	Amino_Acid	HMDB0002931	http://share.sph.umich.edu/metsim_metabqtl/C100001851_primary_mac5.epacts.gz
C100001856	1-stearoyl-2-oleoyl-GPE (18:0/18:1)	Lipid	HMDB0008993	http://share.sph.umich.edu/metsim_metabqtl/C100001856_primary_mac5.epacts.gz
C100001859	chiro-inositol	Lipid	HMDB0240209	http://share.sph.umich.edu/metsim_metabqtl/C100001859_primary_mac5.epacts.gz
C100001868	4-allylphenol sulfate	Xenobiotics	~HMDB0062551	http://share.sph.umich.edu/metsim_metabqtl/C100001868_primary_mac5.epacts.gz
C100001869	1-stearoyl-2-arachidonoyl-GPC (18:0/20:4)	Lipid	HMDB0008048,HMDB0008049	http://share.sph.umich.edu/metsim_metabqtl/C100001869_primary_mac5.epacts.gz
C100001870	1-palmitoyl-2-linoleoyl-GPE (16:0/18:2)	Lipid	HMDB0008928	http://share.sph.umich.edu/metsim_metabqtl/C100001870_primary_mac5.epacts.gz
C100001872	1-stearoyl-2-arachidonoyl-GPS (18:0/20:4)	Lipid	HMDB0012383	http://share.sph.umich.edu/metsim_metabqtl/C100001872_primary_mac5.epacts.gz
C100001876	sphinganine-1-phosphate	Lipid	HMDB0001383	http://share.sph.umich.edu/metsim_metabqtl/C100001876_primary_mac5.epacts.gz
C100001882	glycosyl-N-stearoyl-sphingosine (d18:1/18:0)	Lipid	HMDB0004972	http://share.sph.umich.edu/metsim_metabqtl/C100001882_primary_mac5.epacts.gz
C100001925	cyclo(leu-pro)	Peptide	HMDB0034276	http://share.sph.umich.edu/metsim_metabqtl/C100001925_primary_mac5.epacts.gz
C100001948	succinylcarnitine (C4-DC)	Energy	HMDB0061717	http://share.sph.umich.edu/metsim_metabqtl/C100001948_primary_mac5.epacts.gz
C100001950	bilirubin (E,E)*	Cofactors_and_Vitamins	HMDB0000054	http://share.sph.umich.edu/metsim_metabqtl/C100001950_primary_mac5.epacts.gz
C100001951	bilirubin (E,Z or Z,E)*	Cofactors_and_Vitamins	HMDB0000054,HMDB0000488	http://share.sph.umich.edu/metsim_metabqtl/C100001951_primary_mac5.epacts.gz
C100001956	N-methylproline	Amino_Acid	HMDB0094696	http://share.sph.umich.edu/metsim_metabqtl/C100001956_primary_mac5.epacts.gz
C100001977	beta-cryptoxanthin	Cofactors_and_Vitamins	HMDB0033844	http://share.sph.umich.edu/metsim_metabqtl/C100001977_primary_mac5.epacts.gz
C100001987	5alpha-androstan-3beta,17beta-diol disulfate	Lipid	HMDB0000493	http://share.sph.umich.edu/metsim_metabqtl/C100001987_primary_mac5.epacts.gz
C100001988	5alpha-pregnan-3beta,20alpha-diol disulfate	Lipid	HMDB0094650	http://share.sph.umich.edu/metsim_metabqtl/C100001988_primary_mac5.epacts.gz
C100001989	glycocholenate sulfate*	Lipid	~HMDB0000138	http://share.sph.umich.edu/metsim_metabqtl/C100001989_primary_mac5.epacts.gz
C100001990	taurocholenate sulfate*	Lipid	~HMDB0002581	http://share.sph.umich.edu/metsim_metabqtl/C100001990_primary_mac5.epacts.gz
C100001992	androstenediol (3beta,17beta) disulfate (1)	Lipid	HMDB0240313	http://share.sph.umich.edu/metsim_metabqtl/C100001992_primary_mac5.epacts.gz
C100001993	pregnenediol disulfate (C21H34O8S2)*	Lipid	~HMDB0240313	http://share.sph.umich.edu/metsim_metabqtl/C100001993_primary_mac5.epacts.gz
C100001994	androstenediol (3beta,17beta) disulfate (2)	Lipid	HMDB0240313	http://share.sph.umich.edu/metsim_metabqtl/C100001994_primary_mac5.epacts.gz
C100001999	21-hydroxypregnenolone disulfate	Lipid	~HMDB0004026	http://share.sph.umich.edu/metsim_metabqtl/C100001999_primary_mac5.epacts.gz
C100002003	21-hydroxypregnenolone monosulfate (1)	Lipid	~HMDB0004026	http://share.sph.umich.edu/metsim_metabqtl/C100002003_primary_mac5.epacts.gz
C100002008	5alpha-androstan-3alpha,17alpha-diol monosulfate	Lipid	~HMDB0002759	http://share.sph.umich.edu/metsim_metabqtl/C100002008_primary_mac5.epacts.gz
C100002009	5alpha-pregnan-3beta,20beta-diol monosulfate (1)	Lipid	~HMDB0094650	http://share.sph.umich.edu/metsim_metabqtl/C100002009_primary_mac5.epacts.gz
C100002014	5alpha-pregnan-3beta,20alpha-diol monosulfate (2)	Lipid	~HMDB0002759	http://share.sph.umich.edu/metsim_metabqtl/C100002014_primary_mac5.epacts.gz
C100002015	5alpha-pregnan-diol disulfate	Lipid	HMDB0094650	http://share.sph.umich.edu/metsim_metabqtl/C100002015_primary_mac5.epacts.gz
C100002017	5alpha-androstan-3alpha,17beta-diol disulfate	Lipid	HMDB0094682	http://share.sph.umich.edu/metsim_metabqtl/C100002017_primary_mac5.epacts.gz
C100002018	5alpha-androstan-3alpha,17beta-diol monosulfate (1)	Lipid	~HMDB0240579	http://share.sph.umich.edu/metsim_metabqtl/C100002018_primary_mac5.epacts.gz
C100002021	5alpha-androstan-3beta,17alpha-diol disulfate	Lipid	HMDB0094682	http://share.sph.umich.edu/metsim_metabqtl/C100002021_primary_mac5.epacts.gz
C100002023	5alpha-androstan-3beta,17beta-diol monosulfate (1)	Lipid	~HMDB0094682	http://share.sph.umich.edu/metsim_metabqtl/C100002023_primary_mac5.epacts.gz
C100002024	5alpha-androstan-3beta,17beta-diol monosulfate (2)	Lipid	HMDB0240580	http://share.sph.umich.edu/metsim_metabqtl/C100002024_primary_mac5.epacts.gz
C100002026	androstenediol (3alpha, 17alpha) monosulfate (2)	Lipid	~HMDB0186954	http://share.sph.umich.edu/metsim_metabqtl/C100002026_primary_mac5.epacts.gz
C100002027	androstenediol (3alpha, 17alpha) monosulfate (3)	Lipid	~HMDB0186954	http://share.sph.umich.edu/metsim_metabqtl/C100002027_primary_mac5.epacts.gz
C100002028	androstenediol (3beta,17beta) monosulfate (1)	Lipid	HMDB0186954	http://share.sph.umich.edu/metsim_metabqtl/C100002028_primary_mac5.epacts.gz
C100002029	androstenediol (3beta,17beta) monosulfate (2)	Lipid	HMDB0240429	http://share.sph.umich.edu/metsim_metabqtl/C100002029_primary_mac5.epacts.gz
C100002049	4-hydroxycoumarin	Xenobiotics	HMDB0003654	http://share.sph.umich.edu/metsim_metabqtl/C100002049_primary_mac5.epacts.gz
C100002060	1-docosahexaenoyl-GPE (22:6)*	Lipid	HMDB0011496	http://share.sph.umich.edu/metsim_metabqtl/C100002060_primary_mac5.epacts.gz
C100002061	2-docosahexaenoyl-GPE (22:6)*	Lipid	HMDB0011496	http://share.sph.umich.edu/metsim_metabqtl/C100002061_primary_mac5.epacts.gz
C100002063	1-docosapentaenoyl-GPC (22:5n3)*	Lipid	HMDB0010403	http://share.sph.umich.edu/metsim_metabqtl/C100002063_primary_mac5.epacts.gz
C100002067	pregnenediol sulfate (C21H34O5S)*	Lipid	~HMDB0240590	http://share.sph.umich.edu/metsim_metabqtl/C100002067_primary_mac5.epacts.gz
C100002070	2-hydroxyglutarate	Lipid	HMDB0059655	http://share.sph.umich.edu/metsim_metabqtl/C100002070_primary_mac5.epacts.gz
C100002094	gamma-CEHC	Cofactors_and_Vitamins	HMDB0001931	http://share.sph.umich.edu/metsim_metabqtl/C100002094_primary_mac5.epacts.gz
C100002102	N-acetyl-beta-alanine	Nucleotide	HMDB0061880	http://share.sph.umich.edu/metsim_metabqtl/C100002102_primary_mac5.epacts.gz
C100002103	5-methylthioribose**	Amino_Acid	HMDB0001087	http://share.sph.umich.edu/metsim_metabqtl/C100002103_primary_mac5.epacts.gz
C100002106	sphingomyelin (d18:1/18:1, d18:2/18:0)	Lipid	HMDB0012100,HMDB0012101	http://share.sph.umich.edu/metsim_metabqtl/C100002106_primary_mac5.epacts.gz
C100002107	palmitoyl sphingomyelin (d18:1/16:0)	Lipid	HMDB0061712	http://share.sph.umich.edu/metsim_metabqtl/C100002107_primary_mac5.epacts.gz
C100002113	cysteine sulfinic acid	Amino_Acid	HMDB0000996	http://share.sph.umich.edu/metsim_metabqtl/C100002113_primary_mac5.epacts.gz
C100002122	3-hydroxyhippurate	Xenobiotics	HMDB0006116	http://share.sph.umich.edu/metsim_metabqtl/C100002122_primary_mac5.epacts.gz
C100002126	16a-hydroxy DHEA 3-sulfate	Lipid	HMDB0062544	http://share.sph.umich.edu/metsim_metabqtl/C100002126_primary_mac5.epacts.gz
C100002128	17alpha-hydroxypregnenolone 3-sulfate	Lipid	HMDB0000416	http://share.sph.umich.edu/metsim_metabqtl/C100002128_primary_mac5.epacts.gz
