phenocode	name	category	num_cases	num_controls	num_gw_significant
CD2_BENIGN_CONNECTIVE_SOFT	Other benign neoplasms of connective and other soft tissue	Neoplasms from hospital discharges (CD2_)	2539	339960	0
CD2_BENIGN_CONNSOFT_THX	Benign neoplasm: Connective and other soft tissue of thorax	Neoplasms from hospital discharges (CD2_)	98	342401	0
CD2_BENIGN_CONNSOFT_TRUNK	Benign neoplasm: Connective and other soft tissue of trunk, unspecified	Neoplasms from hospital discharges (CD2_)	151	342348	1
CD2_BENIGN_CONNSOFT_UPPERLIMB	Benign neoplasm: Connective and other soft tissue of upper limb, including shoulder	Neoplasms from hospital discharges (CD2_)	1020	341479	1
CD2_BENIGN_CORPUS_UTERI	Other benign neoplasm of uterus: Corpus uteri	Neoplasms from hospital discharges (CD2_)	154	190725	3
CD2_BENIGN_CRANIAL_NERVE	Benign neoplasm: Cranial nerves	Neoplasms from hospital discharges (CD2_)	637	341862	1
CD2_BENIGN_DESCENDING_COLON	Benign neoplasm: Descending colon	Neoplasms from hospital discharges (CD2_)	1365	341134	0
CD2_BENIGN_DIGESTIVE_NOS	Benign neoplasm: Ill-defined sites within the digestive system	Neoplasms from hospital discharges (CD2_)	124	342375	0
CD2_BENIGN_DUODENUM	Benign neoplasm: Duodenum	Neoplasms from hospital discharges (CD2_)	540	341959	2
CD2_BENIGN_EAR_NASAL_SINUS	Benign neoplasm: Middle ear, nasal cavity and accessory sinuses	Neoplasms from hospital discharges (CD2_)	918	341581	0
CD2_BENIGN_EAR_RESP	Benign neoplasm of middle ear and respiratory system	Neoplasms from hospital discharges (CD2_)	1996	340503	0
CD2_BENIGN_ENDOCRINE_NOS	Benign neoplasm: Endocrine gland, other/unspecified	Neoplasms from hospital discharges (CD2_)	84	342415	0
CD2_BENIGN_ENDOCRINE_OTH	Benign neoplasm of other and unspecified endocrine glands	Neoplasms from hospital discharges (CD2_)	3105	339394	2
CD2_BENIGN_ENDOCRINE_PANCREAS	Benign neoplasm: Endocrine pancreas	Neoplasms from hospital discharges (CD2_)	109	342390	0
CD2_BENIGN_EYE	Benign neoplasm of eye and adnexa	Neoplasms from hospital discharges (CD2_)	2233	340266	0
CD2_BENIGN_FEMALE_GEN_OTH	Benign neoplasm of other and unspecified female genital organs	Neoplasms from hospital discharges (CD2_)	1024	189855	0
CD2_BENIGN_FLOOROFMOUTH	Benign neoplasm: Floor of mouth	Neoplasms from hospital discharges (CD2_)	80	342419	0
CD2_BENIGN_HEAMANGIOMA_LYMPHANGIOMA	Haemangioma and lymphangioma, any site	Neoplasms from hospital discharges (CD2_)	2147	340352	0
CD2_BENIGN_HEMANGIOMA	Haemangioma, any site	Neoplasms from hospital discharges (CD2_)	1973	340526	0
CD2_BENIGN_HYPOPHARYNX	Benign neoplasm: Hypopharynx	Neoplasms from hospital discharges (CD2_)	104	342395	0
CD2_BENIGN_INTRATHORACIC	Benign neoplasm of other and unspecified intrathoracic organs	Neoplasms from hospital discharges (CD2_)	249	342250	2
CD2_BENIGN_KIDNEY	Benign neoplasm: Kidney	Neoplasms from hospital discharges (CD2_)	697	341802	1
CD2_BENIGN_LARYNX	Benign neoplasm: Larynx	Neoplasms from hospital discharges (CD2_)	791	341708	1
CD2_BENIGN_LEIOMYOMA_UTERI	Leiomyoma of uterus	Neoplasms from hospital discharges (CD2_)	28365	162514	98
CD2_BENIGN_LIP	Benign neoplasm: Lip	Neoplasms from hospital discharges (CD2_)	523	341976	0
CD2_BENIGN_LIPOMATOUS	Benign lipomatous neoplasm	Neoplasms from hospital discharges (CD2_)	8379	334120	2
CD2_BENIGN_LIPO_NOS	Benign lipomatous neoplasm of other sites/unspecified	Neoplasms from hospital discharges (CD2_)	2312	340187	0
CD2_BENIGN_LIPO_SKIN_HEADFACENECK	Benign lipomatous neoplasm of skin and subcutaneous tissue of head, face and neck	Neoplasms from hospital discharges (CD2_)	1561	340938	0
CD2_BENIGN_LIPO_SKIN_LIMBS	Benign lipomatous neoplasm of skin and subcutaneous tissue of limbs	Neoplasms from hospital discharges (CD2_)	1896	340603	1
CD2_BENIGN_LIPO_SKIN_NOS	Benign lipomatous neoplasm of skin and subcutaneous tissue of other and unspecified sites	Neoplasms from hospital discharges (CD2_)	169	342330	0
CD2_BENIGN_LIPO_SKIN_TRUNK	Benign lipomatous neoplasm of skin and subcutaneous tissue of trunk	Neoplasms from hospital discharges (CD2_)	3314	339185	1
CD2_BENIGN_LIVER	Benign neoplasm: Liver	Neoplasms from hospital discharges (CD2_)	429	342070	0
CD2_BENIGN_LIVE_BILE	Benign neoplasm: Liver/bile ducts	Neoplasms from hospital discharges (CD2_)	476	342023	0
CD2_BENIGN_LYMPHANGIOMA	Lymphangioma, anys site	Neoplasms from hospital discharges (CD2_)	190	342309	2
CD2_BENIGN_MALE_GEN	Benign neoplasm of male genital organs	Neoplasms from hospital discharges (CD2_)	468	151152	0
CD2_BENIGN_MELANOCYTIC	Melanocytic naevi	Neoplasms from hospital discharges (CD2_)	7386	335113	4
CD2_BENIGN_MELANOCYTIC_EAR	Melanocytic naevi of ear and external auricular canal	Neoplasms from hospital discharges (CD2_)	119	342380	1
CD2_BENIGN_MELANOCYTIC_EYELID	Melanocytic naevi of eyelid, including canthus	Neoplasms from hospital discharges (CD2_)	201	342298	0
CD2_BENIGN_MELANOCYTIC_FACE	Melanocytic naevi of other and unspecified parts of face	Neoplasms from hospital discharges (CD2_)	1371	341128	0
CD2_BENIGN_MELANOCYTIC_LIP	Melanocytic naevi of lip	Neoplasms from hospital discharges (CD2_)	199	342300	1
CD2_BENIGN_MELANOCYTIC_LOWERLIMB	Melanocytic naevi of lower limb, including hip	Neoplasms from hospital discharges (CD2_)	937	341562	0
CD2_BENIGN_MELANOCYTIC_NOS	Melanocytic naevi, other sites/unspecified	Neoplasms from hospital discharges (CD2_)	1670	340829	2
CD2_BENIGN_MELANOCYTIC_SCALPNECK	Melanocytic naevi of scalp and neck	Neoplasms from hospital discharges (CD2_)	516	341983	0
CD2_BENIGN_MELANOCYTIC_TRUNK	Melanocytic naevi of trunk	Neoplasms from hospital discharges (CD2_)	2762	339737	2
CD2_BENIGN_MELANOCYTIC_UPPERLIMB	Melanocytic naevi of upper limb, including shoulder	Neoplasms from hospital discharges (CD2_)	492	342007	2
CD2_BENIGN_MENINGES	Benign neoplasm of meninges	Neoplasms from hospital discharges (CD2_)	2311	340188	5
CD2_BENIGN_MENINGES_CEREBRAL	Benign neoplasm: Cerebral meninges	Neoplasms from hospital discharges (CD2_)	2066	340433	4
CD2_BENIGN_MENINGES_NOS	Beningn neoplasm: Meninges, unspecified	Neoplasms from hospital discharges (CD2_)	361	342138	0
CD2_BENIGN_MENINGES_SPINAL	Benign neoplasm: Spinal meninges	Neoplasms from hospital discharges (CD2_)	216	342283	0
CD2_BENIGN_MOUTH_NOS	Benign neoplasm: Other and unspecified parts of mouth	Neoplasms from hospital discharges (CD2_)	833	341666	0
CD2_BENIGN_MOUTH_PHARYNX	Benign neoplasm of mouth and pharynx	Neoplasms from hospital discharges (CD2_)	2853	339646	0
CD2_BENIGN_NASOPHARYNX	Benign neoplasm: Nasopharynx	Neoplasms from hospital discharges (CD2_)	197	342302	0
CD2_BENIGN_NOS	Benign neoplasm: Other/unspecified site	Neoplasms from hospital discharges (CD2_)	371	342128	0
CD2_BENIGN_OESOPHAGUS	Benign neoplasm: Oesophagus	Neoplasms from hospital discharges (CD2_)	260	342239	0
CD2_BENIGN_ORBIT_NOS	Benign neoplasm: Orbit, unspecified	Neoplasms from hospital discharges (CD2_)	142	342357	1
CD2_BENIGN_OROPHA_OTHER	Benign neoplasm: Other parts of oropharynx	Neoplasms from hospital discharges (CD2_)	198	342301	0
CD2_BENIGN_OTHERDIGESTIVE	Benign neoplasm of other and ill-defined parts of digestive system	Neoplasms from hospital discharges (CD2_)	4364	338135	0
CD2_BENIGN_OTHER_NOS	Benign neoplasm of other and unspecified sites	Neoplasms from hospital discharges (CD2_)	769	341730	1
CD2_BENIGN_OVARY	Benign neoplasm of ovary	Neoplasms from hospital discharges (CD2_)	4805	186074	5
CD2_BENIGN_PANCREAS	Benign neoplasm: Pancreas	Neoplasms from hospital discharges (CD2_)	443	342056	1
CD2_BENIGN_PARATHYROID	Benign neoplasm: Parathyroid gland	Neoplasms from hospital discharges (CD2_)	243	342256	0
CD2_BENIGN_PAROTID	Benign neoplasm: Parotid gland	Neoplasms from hospital discharges (CD2_)	1874	340625	0
CD2_BENIGN_PERIPH_AUTO_NEURO	Benign neoplasm: Peripheral nerves and autonomic nervous system	Neoplasms from hospital discharges (CD2_)	342	342157	2
CD2_BENIGN_PHARYNX_NOS	Benign neoplasm: Pharynx, unspecified	Neoplasms from hospital discharges (CD2_)	155	342344	1
CD2_BENIGN_PITUITARY_CRANIPHAR	Benign neoplasm: Pituitary gland, craniopharyngeal duct	Neoplasms from hospital discharges (CD2_)	1268	341231	2
CD2_BENIGN_PROSTATE	Benign neoplasm: Prostate	Neoplasms from hospital discharges (CD2_)	155	151465	0
CD2_BENIGN_RECTOSIGMOID_JUNC	Benign neoplasm: Rectosigmoid junction	Neoplasms from hospital discharges (CD2_)	869	341630	0
CD2_BENIGN_RECTUM	Benign neoplasm: Rectum	Neoplasms from hospital discharges (CD2_)	4132	338367	4
CD2_BENIGN_RECTUM_ANAL	Benign neoplasm: Rectum, anus and anal canal	Neoplasms from hospital discharges (CD2_)	4886	337613	2
CD2_BENIGN_RECTUM_ANAL_CANAL_ICD9	Benign neoplasm: Rectum/anal canal icd-9	Neoplasms from hospital discharges (CD2_)	266	342233	0
CD2_BENIGN_RETINA	Benign neoplasm: Retina	Neoplasms from hospital discharges (CD2_)	116	342383	0
CD2_BENIGN_RETROPERITONEUM_PERITONEUM	Benign neoplasm of soft tissue of retroperitoneum and peritoneum	Neoplasms from hospital discharges (CD2_)	124	342375	0
CD2_BENIGN_SALIVARY	Benign neoplasm of major salivary glands	Neoplasms from hospital discharges (CD2_)	2445	340054	0
CD2_BENIGN_SALIVARY_NOS	Benign neoplasm: other/unspecified salivary gland	Neoplasms from hospital discharges (CD2_)	668	341831	0
CD2_BENIGN_SCROTUM	Benign neoplasm: Scrotum	Neoplasms from hospital discharges (CD2_)	83	151537	0
CD2_BENIGN_SIGMOID_COLON	Benign neoplasm: Sigmoid colon	Neoplasms from hospital discharges (CD2_)	4243	338256	3
CD2_BENIGN_SKIN	Other benign neoplasms of skin	Neoplasms from hospital discharges (CD2_)	10782	331717	1
CD2_BENIGN_SMALL_INTESTINE	Benign neoplasm: Small intestine	Neoplasms from hospital discharges (CD2_)	904	341595	1
CD2_BENIGN_SMALL_INTESTINE_OTH	Benign neoplasm: Other and unspecified parts of small intestine	Neoplasms from hospital discharges (CD2_)	382	342117	0
CD2_BENIGN_SPINAL_CORD	Benign neoplasm: Spinal cord	Neoplasms from hospital discharges (CD2_)	319	342180	0
CD2_BENIGN_STOMACH	Benign neoplasm: Stomach	Neoplasms from hospital discharges (CD2_)	2321	340178	0
CD2_BENIGN_TESTIS	Benign neoplasm: Testis	Neoplasms from hospital discharges (CD2_)	97	151523	0
CD2_BENIGN_THYROID	Benign neoplasm of thyroid gland	Neoplasms from hospital discharges (CD2_)	781	341718	1
CD2_BENIGN_TONGUE	Benign neoplasm: Tongue	Neoplasms from hospital discharges (CD2_)	629	341870	0
CD2_BENIGN_TONSIL	Benign neoplasm: Tonsil	Neoplasms from hospital discharges (CD2_)	252	342247	0
CD2_BENIGN_TRANSVERSE_COLON	Benign neoplasm: Transverse colon	Neoplasms from hospital discharges (CD2_)	2069	340430	0
CD2_BENIGN_URINARY	Benign neoplasm of urinary organs	Neoplasms from hospital discharges (CD2_)	1030	341469	2
CD2_BENIGN_UTERINE_TUBES_LIGAMENTS	Benign neoplasm: Uterine tubes and ligaments	Neoplasms from hospital discharges (CD2_)	147	190732	0
CD2_BENIGN_UTERUS_NOS	Other benign neoplasm of uterus: Other parts/unspecified	Neoplasms from hospital discharges (CD2_)	1063	189816	1
CD2_BENIGN_UTERUS_OTH	Other benign neoplasms of uterus	Neoplasms from hospital discharges (CD2_)	1339	189540	1
CD2_BENIGN_VAGINA	Benign neoplasm: Vulva	Neoplasms from hospital discharges (CD2_)	489	190390	0
CD2_BENIGN_VULVA	Benign neoplasm: Vagina	Neoplasms from hospital discharges (CD2_)	287	190592	0
CD2_EYE_NOS_EXALLC	Benign neoplasm: Eye, unspecified	Neoplasms from hospital discharges (CD2_)	99	271400	0
CD2_FOLLICULAR_LYMPHOMA_EXALLC	Follicular lymphoma	Neoplasms from hospital discharges (CD2_)	955	271463	2
CD2_HODGKIN_LYMPHOMA_EXALLC	Hodgkin lymphoma	Neoplasms from hospital discharges (CD2_)	690	271463	2
CD2_IMMUNOPROLIFERATIVE_EXALLC	Malignant immunoproliferative diseases	Neoplasms from hospital discharges (CD2_)	199	271463	1
CD2_LEUKAEMIA_NAS_EXALLC	Leukaemia of unspecified cell type	Neoplasms from hospital discharges (CD2_)	192	271463	1
CD2_LYMPHOID_LEUKAEMIA_EXALLC	Lymphoid leukaemia	Neoplasms from hospital discharges (CD2_)	1299	271463	9
CD2_MULTIPLE_MYELOMA_PLASMA_CELL_EXALLC	Multiple myeloma and malignant plasma cell neoplasms	Neoplasms from hospital discharges (CD2_)	1085	271463	0
CD2_MYELOID_LEUKAEMIA_EXALLC	Myeloid leukaemia	Neoplasms from hospital discharges (CD2_)	582	271463	0
CD2_NONFOLLICULAR_LYMPHOMA_EXALLC	Non-follicular lymphoma	Neoplasms from hospital discharges (CD2_)	2340	271463	3
CD2_NONHODGKIN_NAS_EXALLC	Other and unspecified types of non-Hodgkin lymphoma	Neoplasms from hospital discharges (CD2_)	982	271463	0
CD2_PRIMARY_LYMPHOID_HEMATOPOIETIC_EXALLC	Primary_lymphoid and hematopoietic malignant neoplasms	Neoplasms from hospital discharges (CD2_)	6610	271463	12
CD2_PRIMARY_LYMPHOID_HEMATOPOIETIC_NAS_EXALLC	Other and unspecified malignant neoplasms of lymphoid, haematopoietic and related tissue	Neoplasms from hospital discharges (CD2_)	220	271463	0
CD2_TNK_LYMPHOMA_EXALLC	Mature T/NK-cell lymphomas	Neoplasms from hospital discharges (CD2_)	296	271463	0
CD2_UVEAMELANOMA_EXALLC	Melanoma of uvea	Neoplasms from hospital discharges (CD2_)	223	271397	0
CHARCOT	Charcot foot	Comorbidities of Diabetes	406	249480	3
CHILDHOOD_ALLERGY	Childhood allergy (age < 16)	Asthma and related endpoints	4769	337730	7
CHIRBIL_PRIM	Biliary chirrosis, primary	Gastrointestinal endpoints	497	257081	1
CHIRHEP_NAS	Cirrhosis of liver, NAS	Gastrointestinal endpoints	985	338951	6
CHOLELITH_BROAD	Cholelithiasis, broad definition with cholecystitis	Diseases of the digestive system (K11_)	34461	301383	72
CHONDRO_OTH	Other chondrocalcinosis	Rheuma endpoints	245	342114	0
CHRONHEP_NAS	Chronic hepatitis NAS	Gastrointestinal endpoints	313	342186	0
CHRONLARGE	Crohn's disease of large intestine	Gastrointestinal endpoints	1396	327263	5
CHRONMYELOPRO	Chronic myeloproliferative disease	Other, not yet classified endpoints (same as #MISC)	285	340638	1
CHRONNAS	Crohn's disease NAS	Gastrointestinal endpoints	1773	327263	12
CHRONOTH	Other Crohn's disease	Gastrointestinal endpoints	1818	327263	10
CHRONSMALL	Crohn's disease of small intestine	Gastrointestinal endpoints	1768	327263	11
CHRYSTAL_NOS	Other/unspecified crystal arthropathies	Rheuma endpoints	109	342114	0
CIRRHOSIS_BROAD	Cirrhosis, broad definition used in the article https://doi.org/10.1101/594523	Gastrointestinal endpoints	3548	338951	5
CML	Chronic myeloid leukaemia [CML], BCR/ABL-positive	Other, not yet classified endpoints (same as #MISC)	201	340638	0
CMV_NOS	Other/unspecified cytomegaloviral diseases	Certain infectious and parasitic diseases (AB1_)	396	342017	0
CONGEN_HEART_ARTER	Congenital malformations of heart and great arteries	Cardiometabolic endpoints	3459	339040	3
COPD_EARLY	Early onset COPD	COPD and related endpoints	6371	326794	5
COPD_INSUFFICIENCY	COPD-related respiratory insufficiency	Comorbidities of COPD	2936	326794	1
COPD_LATER	Later onset COPD	COPD and related endpoints	9334	135491	1
COPD_MODE	COPD (mode)	Comorbidities of Asthma	13912	195714	10
COPD_OPPORTUNIST_INFECTIONS	COPD related to chronic (opportunist) infections	COPD and related endpoints	523	326794	1
CPAP	Continuous positive airway pressure	Interstitial lung disease endpoints	6560	154224	4
CREST	CR(E)ST syndrome	Rheuma endpoints	319	342180	3
CROHN_ARTHR	Arthropathy in Crohn disease	Rheuma endpoints	231	339270	1
C_DIFFICILE_ENTEROCOLITIS	Enterocolitis due to Clostridium difficile	Certain infectious and parasitic diseases (AB1_)	2791	337486	2
C_STROKE	STROKE	Comorbidities of Diabetes	34560	249480	10
D3_ACQHAEMOLYTICANAEMIA	Acquired haemolytic anaemia	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	538	341747	1
D3_ACQHAEMOLYTICANAEMIANAS	Other and unspecified acquired haemolytic anaemias	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	219	341747	0
D3_ACQPUREREDCLLAPLASIA	Acquired pure red cell aplasia [erythroblastopenia]	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	111	329526	0
D3_ACUTEPOSTBLEEDANAEMIA	Acute posthaemorrhagic anaemia	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	869	329526	0
D3_AGRANULOCYTOSIS	Agranulocytosis	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	2923	336361	2
D3_AIHA_OTHER	Other autoimmune haemolytic anaemias	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	239	341747	0
D3_ALLERGPURPURA	Allergic purpura	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	780	337408	1
D3_ANAEMIA	Anaemias	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	23830	81923	9
D3_ANAEMIAINCHRONICDISEASE	Anaemia in chronic diseases classified elsewhere	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	478	329526	0
D3_ANAEMIANAS	Other and unspecified anaemias	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	11801	329526	7
D3_ANAEMIA_B12_DEF	Vitamin B12 deficiency anaemia	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	3021	327922	13
D3_ANAEMIA_FOLATEDEF	Folate deficiency anaemia	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	148	327922	1
D3_ANAEMIA_IRONDEF	Iron deficiency anaemia	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	11826	327922	7
D3_ANAEMIA_IRONDEF_BLOODLOSS	Iron deficiency anaemia secondary to blood loss (chronic)	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	4273	327922	3
D3_ANAEMIA_IRONDEF_NAS	Other and unspecified iron deficiency	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	8749	327922	6
D3_BLOODNAS	Other and unspecified diseases of blood and blood-forming organs	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	552	336361	0
D3_BLOODOTHER	Other diseases of blood and blood-forming organs	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	6138	336361	0
D3_COAGDEF	Chronic Coagulation defects	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	559	341940	20
D3_COAGDEFNAS	Other and unspecified coagulation defects	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	1063	337408	31
D3_COAGDEF_PURPUR_HAEMORRHAGIC	Coagulation defects, purpura and other haemorrhagic conditions	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	5091	337408	25
D3_COAGOTHER	Other coagulation defects	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	1680	337408	37
D3_COMBIMMUDEF	Combined immunodeficiencies	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	281	337121	1
D3_COMPLEMENTDEF	Defects in the complement system	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	150	337121	2
